Train Number,Train Name,Train Source Stn,Source Dep. Time,Train Destination Stn,Dest. Arr. Time

00816,NDLS BBS PREMIUM,NEW DELHI      ,13:00,BHUBANESWAR    ,11:05
01086,LTT DUBLE DECKER,MADGAON        ,15:30,LOKMANYATILAK T,04:10
01447,SHAKTIPUNJ EXP  ,JABALPUR       ,00:30,HOWRAH JN      ,04:15
02016,GKP LTT PREMIUM ,GORAKHPUR JN   ,08:25,LOKMANYATILAK T,11:50
02018,GKP LTT PREMIUM ,GORAKHPUR JN   ,08:25,LOKMANYATILAK T,11:50
02048,GKP LTT PREMIUM ,GORAKHPUR JN   ,00:30,LOKMANYATILAK T,08:15
02049,LTT DBG PREMIUM ,LOKMANYATILAK T,07:50,DARBHANGA JN   ,16:45
02070,BSB LTT PREMIUM ,VARANASI JN    ,06:00,LOKMANYATILAK T,08:15
02110,NZM LTT AC SUP  ,H NIZAMUDDIN   ,15:50,LOKMANYATILAK T,11:50
02132,BSB LTT PREMIUM ,VARANASI JN    ,09:45,LOKMANYATILAK T,11:50
02183,BPL REWA SUP SP ,BHOPAL  JN     ,10:20,REWA           ,20:30
02258,ANVT SRC INGRL  ,ANAND VIHAR TRM,10:50,SANTRAGACHI JN ,14:00
02451,CNB JAT PREMIUM ,KANPUR CENTRAL ,20:20,JAMMU TAWI     ,13:40
02452,JAT CNB PREMIUM ,JAMMU TAWI     ,16:50,KANPUR CENTRAL ,09:40
02529,GKP UHP PREMIUM ,GORAKHPUR JN   ,20:55,UDHAMPUR       ,21:30
02530,UHP GKP PREMIUM ,UDHAMPUR       ,23:45,GORAKHPUR JN   ,23:20
02581,MUV NDLS INGU   ,MANDUADIH      ,10:00,NEW DELHI      ,23:45
02584,LJN DOUBLE DCKER,ANAND VIHAR TRM,14:00,LUCKNOW NE     ,22:55
02663,ADI HBJ PREMIUM ,AHMEDABAD JN   ,17:30,HABIBGANJ      ,05:00
02664,HBJ ADI PREMIUM ,HABIBGANJ      ,22:20,AHMEDABAD JN   ,09:15
02678,BANGALORE EXP   ,ERNAKULAM JN   ,09:15,KSR BENGALURU  ,21:10
02680,SVDK YPR INAUGUR,SHMATA VD KATRA,06:30,YESVANTPUR JN  ,15:00
02682,BSB MYS PREMIUM ,VARANASI JN    ,21:50,MYSURU JN      ,16:45
02692,BKN YPR PREMIUM ,BIKANER JN     ,18:00,YESVANTPUR JN  ,11:50
02696,JP YPR PREMIUM  ,JAIPUR         ,22:15,YESVANTPUR JN  ,17:55
02702,CSTM SC PREMIUM ,MUMBAI CST     ,13:30,SECUNDERABAD JN,03:30
02731,TPTY SC EXP     ,TIRUPATI       ,16:40,SECUNDERABAD JN,07:05
02732,SC TPTY  EXP    ,SECUNDERABAD JN,20:05,TIRUPATI       ,10:35
02779,VSG SBC LINK EXP,VASCO DA GAMA  ,15:10,KSR BENGALURU  ,07:00
02901,UDZ SUPER FAST  ,BANDRA TERMINUS,12:25,UDAIPUR CITY   ,05:15
02907,MAO  HAPA EXP   ,MADGAON        ,07:15,HAPA           ,10:20
02908,HAPA MADGAON EXP,HAPA           ,16:10,MADGAON        ,21:35
02915,BDTS HSR SF EXP ,BANDRA TERMINUS,11:30,HISAR          ,16:40
02916,HSR BDTS EXP    ,HISAR          ,19:00,BANDRA TERMINUS,22:25
02932,BCT DOUBLEDECKER,AHMEDABAD JN   ,16:30,MUMBAI CENTRAL ,00:30
02941,INDB JAMMU T EXP,INDORE JN BG   ,21:00,JAMMU TAWI     ,01:20
03238,KOTA PNBE EXP   ,KOTA JN        ,15:25,PATNA JN       ,17:20
03240,KOTA PNBE EXP   ,KOTA JN        ,15:25,PATNA JN       ,17:20
04014,NZM PUNE PREMIUM,H NIZAMUDDIN   ,15:50,PUNE JN        ,13:15
04022,NDLS BJU PREMIUM,NEW DELHI      ,19:30,BARAUNI JN     ,18:00
04031,DLI UMB EXP     ,DELHI          ,06:10,AMBALA CANT JN ,10:40
04098,NDLS BCT AC SUP ,NEW DELHI      ,23:40,MUMBAI CENTRAL ,21:15
04112,GWL LTT EXP     ,GWALIOR        ,15:00,LOKMANYATILAK T,12:05
04127,ALD LTT PREMIUM ,ALLAHABAD JN   ,19:30,LOKMANYATILAK T,14:50
04128,LTT ALD PREMIUM ,LOKMANYATILAK T,17:25,ALLAHABAD JN   ,12:25
04131,ALD JAT PREMIUM ,ALLAHABAD JN   ,14:50,JAMMU TAWI     ,10:45
04132,JAT ALD PREMIUM ,JAMMU TAWI     ,13:00,ALLAHABAD JN   ,10:00
04143,CNB BDTS INGRL  ,KANPUR CENTRAL ,17:15,BANDRA TERMINUS,23:05
04231,LKO CDG EXPRESS ,LUCKNOW NR     ,22:30,CHANDIGARH     ,11:30
04408,DLI DBG SUVIDHA ,DELHI          ,11:15,DARBHANGA JN   ,09:00
04412,SVDK DLI SUVIDHA,SHMATA VD KATRA,20:15,DELHI          ,10:15
04430,NZM MAO PREMIUM ,H NIZAMUDDIN   ,21:35,MADGAON        ,06:00
04435,ALD ANVT SUVIDHA,ALLAHABAD JN   ,19:00,ANAND VIHAR TRM,06:20
04436,ANVT ALD SUVIDHA,ANAND VIHAR TRM,22:30,ALLAHABAD JN   ,08:40
04823,JU YPR PREMIUM  ,JODHPUR JN     ,14:35,YESVANTPUR JN  ,04:00
04935,LKO NDLS PREMIUM,LUCKNOW NR     ,21:30,NEW DELHI      ,06:20
04943,LKO NDLS PREMIUM,LUCKNOW NR     ,20:15,NEW DELHI      ,05:00
04944,NDLS LKO PREMIUM,NEW DELHI      ,19:25,LUCKNOW NR     ,04:10
05025,MAU ANVT INAUGRL,MAU JN         ,12:00,ANAND VIHAR TRM,08:45
05032,GKP PREMIUM     ,ANAND VIHAR TRM,07:00,GORAKHPUR JN   ,21:55
05037,LJN KGM PREMIUM ,LUCKNOW NE     ,05:15,KATHGODAM      ,12:55
05043,LJN KGM INAUGRAL,LUCKNOW NE     ,11:00,KATHGODAM      ,17:40
05044,KGM LJN INAUGRAL,KATHGODAM      ,18:55,LUCKNOW NE     ,01:35
05051,GKP ANVT INAUGR ,GORAKHPUR JN   ,10:32,ANAND VIHAR TRM,00:15
05052,ANVT GKP INAUG  ,ANAND VIHAR TRM,02:15,GORAKHPUR JN   ,16:30
05053,CPR LJN INAUGRL ,CHHAPRA        ,03:05,LUCKNOW NE     ,18:30
05054,LJN CPR INAUGRL ,LUCKNOW NE     ,10:00,CHHAPRA        ,01:05
05117,MUV JBP INAUGURL,MANDUADIH      ,11:30,JABALPUR       ,21:30
06162,KCVL SUVIDHA EX ,MUMBAI CST     ,16:40,KOCHUVELI      ,00:30
06227,SHIMOGA EXPRESS ,KSR BENGALURU  ,23:40,SHIVAMOGGA TOWN,06:15
06228,MYSORE EXP      ,TALGUPPA       ,20:15,MYSURU JN      ,07:00
06313,NZM TVC PREMIUM ,H NIZAMUDDIN   ,23:50,TRIVANDRUM CNTL,00:20
06512,JP YPR EXP      ,JAIPUR         ,15:30,YESVANTPUR JN  ,15:10
06948,UBL VSG LINK EXP,HUBBALLI JN    ,23:00,VASCO DA GAMA  ,06:30
07017,ADI SC PREMIUM  ,AHMEDABAD JN   ,17:15,SECUNDERABAD JN,14:45
07144,KOP HYDERABAD SP,C SHAHUMHARAJ T,07:30,HYDERABAD DECAN,06:45
07151,KZJ NED EXP     ,KAZIPET JN     ,20:30,H SAHIB NANDED ,04:00
07301,TALGUPPA EXP    ,MYSURU JN      ,22:30,TALGUPPA       ,07:15
08422,AII PURI EXP    ,AJMER JN       ,16:00,PURI           ,18:45
08513,CNB ASR INAUGR  ,KANPUR CENTRAL ,13:55,AMRITSAR JN    ,09:30
09015,GKP SUVIDHA     ,BANDRA TERMINUS,05:10,GORAKHPUR JN   ,14:40
09016,GKP BDTS SUVIDHA,GORAKHPUR JN   ,07:00,BANDRA TERMINUS,17:35
09043,JODHPUR PREMIUM ,BANDRA TERMINUS,23:55,JODHPUR JN     ,16:20
09044,JU  BDTS PREMIUM,JODHPUR JN     ,11:20,BANDRA TERMINUS,04:15
09051,ST CPR PREMIUM  ,SURAT          ,06:10,CHHAPRA        ,10:50
09055,ST PNBE PREMIUM ,SURAT          ,06:10,PATNA JN       ,10:40
09061,BDTS RMR EXP    ,BANDRA TERMINUS,11:00,RAMNAGAR       ,02:30
09062,RMR BDTS EXP    ,RAMNAGAR       ,06:20,BANDRA TERMINUS,23:59
09063,SURAT DANAPUR SP,SURAT          ,15:30,DANAPUR        ,22:00
09262,KOCHUVELI EXP   ,PORBANDAR      ,09:30,KOCHUVELI      ,12:00
09401,ADI CNB SF EXP  ,AHMEDABAD JN   ,17:20,KANPUR CENTRAL ,13:30
09420,ADI CHENNAI EXP ,AHMEDABAD JN   ,10:07,CHENNAI CENTRAL,17:05
09421,ADI ALD PREMIUM ,AHMEDABAD JN   ,14:10,ALLAHABAD JN   ,16:40
09422,ALD ADI PREMIUM ,ALLAHABAD JN   ,21:05,AHMEDABAD JN   ,23:55
09426,DEE  ADI PREMIUM,DELHI S ROHILLA,16:15,AHMEDABAD JN   ,07:00
09707,JP LJN EXP      ,JAIPUR         ,21:45,LUCKNOW NE     ,10:25
09710,JSM JP EXP      ,JAISALMER      ,23:05,JAIPUR         ,11:05
09723,JP MDU PREMIUM  ,JAIPUR         ,13:15,MADURAI JN     ,11:25
09727,JP BDTS PREMIUM ,JAIPUR         ,08:30,BANDRA TERMINUS,04:45
09728,BDTS JP PREMIUM ,BANDRA TERMINUS,06:15,JAIPUR         ,01:15
10001,SATPURA EXPRESS ,BALAGHAT JN    ,12:45,JABALPUR       ,19:35
10002,SATPURA EXPRESS ,JABALPUR       ,05:30,BALAGHAT JN    ,12:10
10103,MANDOVI EXPRESS ,MUMBAI CST     ,07:10,MADGAON        ,18:50
10104,MANDOVI EXPRESS ,MADGAON        ,09:15,MUMBAI CST     ,21:40
10111,KONKAN KANYA EX ,MUMBAI CST     ,23:05,MADGAON        ,10:45
10112,KONKAN KANYA EXP,MADGAON        ,18:00,MUMBAI CST     ,05:50
10215,MADGAON ERS EXP ,MADGAON        ,21:30,ERNAKULAM JN   ,10:55
10216,MADGAON EXPRESS ,ERNAKULAM JN   ,13:50,MADGAON        ,03:30
11003,RAJYA RANI EXP  ,DADAR          ,00:05,SAWANTWADI ROAD,11:25
11004,RAJYA RANI EXP  ,SAWANTWADI ROAD,18:10,DADAR          ,06:45
11005,PUDUCHERRY EXP  ,DADAR          ,21:30,PUDUCHERRY     ,07:50
11006,CHALUKYA  EXP   ,PUDUCHERRY     ,20:50,DADAR          ,05:45
11007,DECCAN EXPRESS  ,MUMBAI CST     ,07:00,PUNE JN        ,11:05
11008,DECCAN EXPRESS  ,PUNE JN        ,15:30,MUMBAI CST     ,19:35
11009,SINHAGAD EXP    ,MUMBAI CST     ,14:30,PUNE JN        ,18:40
11010,SINHAGAD EXP    ,PUNE JN        ,06:05,MUMBAI CST     ,09:53
11011,LTT NANDED EXP  ,LOKMANYATILAK T,12:05,H SAHIB NANDED ,04:45
11012,NED LTT EXPRESS ,H SAHIB NANDED ,06:30,LOKMANYATILAK T,23:45
11013,COIMBATORE EXP  ,LOKMANYATILAK T,22:35,COIMBATORE JN  ,07:00
11014,LOKMANYA TT EXP ,COIMBATORE JN  ,08:45,LOKMANYATILAK T,14:30
11015,KUSHINAGAR EXP  ,LOKMANYATILAK T,22:45,GORAKHPUR JN   ,07:10
11016,KUSHINAGAR EXP  ,GORAKHPUR JN   ,19:00,LOKMANYATILAK T,04:20
11017,LTT KARAIKAL EXP,LOKMANYATILAK T,12:05,KARAIKAL       ,18:45
11018,KIK LTT EXPRESS ,KARAIKAL       ,14:00,LOKMANYATILAK T,23:45
11019,KONARK EXPRESS  ,MUMBAI CST     ,15:10,BHUBANESWAR    ,04:25
11020,KONARK EXPRESS  ,BHUBANESWAR    ,15:25,MUMBAI CST     ,03:55
11021,TIRUNELVELI EXP ,DADAR          ,21:30,TIRUNELVELI    ,11:45
11022,CHALUKYA  EXP   ,TIRUNELVELI    ,14:45,DADAR          ,05:45
11023,SAHYADRI EXPRES ,MUMBAI CST     ,17:50,C SHAHUMHARAJ T,06:05
11024,SAHYADRI EXP    ,C SHAHUMHARAJ T,22:50,MUMBAI CST     ,11:50
11025,BSL PUNE EXP    ,BHUSAVAL JN    ,00:25,PUNE JN        ,12:05
11026,PUNE BSL EXP    ,PUNE JN        ,11:45,BHUSAVAL JN    ,21:50
11027,CHENNAI MAIL    ,MUMBAI CST     ,23:45,CHENNAI CENTRAL,04:25
11028,MUMBAI MAIL     ,CHENNAI CENTRAL,22:50,MUMBAI CST     ,03:45
11029,KOYNA EXPRESS   ,MUMBAI CST     ,08:40,C SHAHUMHARAJ T,20:25
11030,KOYNA EXPRESS   ,C SHAHUMHARAJ T,07:55,MUMBAI CST     ,20:05
11031,SUR BIJAPUR EXP ,SOLAPUR JN     ,10:05,VIJAYAPURA     ,12:20
11032,BJP SUR EXP     ,VIJAYAPURA     ,14:50,SOLAPUR JN     ,17:40
11033,DARBHANGA EXP   ,PUNE JN        ,16:15,DARBHANGA JN   ,06:45
11034,DBG PUNE EXP    ,DARBHANGA JN   ,17:00,PUNE JN        ,08:05
11035,SHARAVATHI EXP  ,DADAR          ,21:30,MYSURU JN      ,21:40
11036,SHARAVATI  EXP  ,MYSURU JN      ,06:30,DADAR          ,05:45
11037,PA GORAKHPUR EXP,PUNE JN        ,16:15,GORAKHPUR JN   ,01:20
11038,GKP PUNE EXPRESS,GORAKHPUR JN   ,15:30,PUNE JN        ,04:05
11039,MAHARASHTRA EXP ,C SHAHUMHARAJ T,15:30,GONDIA JN      ,20:15
11040,MAHARASHTRA EXP ,GONDIA JN      ,08:20,C SHAHUMHARAJ T,12:45
11041,CSTM CHENNAI EX ,MUMBAI CST     ,14:00,CHENNAI CENTRAL,16:45
11042,MUMBAI EXPRESS  ,CHENNAI CENTRAL,11:55,MUMBAI CST     ,13:35
11043,MADURAI EXPRESS ,LOKMANYATILAK T,00:15,MADURAI JN     ,11:50
11044,LOKAMANYA TT EXP,MADURAI JN     ,18:00,LOKMANYATILAK T,05:45
11045,DIKSHABHOOMI EXP,C SHAHUMHARAJ T,23:45,DHANBAD JN     ,12:00
11046,DIKSHABHUMI EXP ,DHANBAD JN     ,13:55,C SHAHUMHARAJ T,03:35
11047,MIRAJ UBL EXP   ,MIRAJ JN       ,00:10,HUBBALLI JN    ,06:25
11048,UBL MRJ EXPRESS ,HUBBALLI JN    ,23:00,MIRAJ JN       ,05:15
11049,KOLHAPUR EXPRESS,AHMEDABAD JN   ,19:25,C SHAHUMHARAJ T,15:25
11050,AHMEDABAD EXP   ,C SHAHUMHARAJ T,12:50,AHMEDABAD JN   ,07:45
11051,SUR KOP EXP     ,SOLAPUR JN     ,23:35,C SHAHUMHARAJ T,06:20
11052,KOP SOLAPUR EXP ,C SHAHUMHARAJ T,23:55,SOLAPUR JN     ,07:45
11053,LTT AZAMGARH EXP,LOKMANYATILAK T,16:40,AZAMGARH       ,02:16
11054,AMH LTT EXP     ,AZAMGARH       ,05:20,LOKMANYATILAK T,12:15
11055,GODAN EXPRESS   ,LOKMANYATILAK T,10:55,GORAKHPUR JN   ,20:30
11056,GODAN EXPRESS   ,GORAKHPUR JN   ,06:20,LOKMANYATILAK T,15:55
11057,AMRITSAR EXPRES ,MUMBAI CST     ,23:30,AMRITSAR JN    ,16:30
11058,ASR CSTM  EXP   ,AMRITSAR JN    ,08:30,MUMBAI CST     ,04:05
11059,CHHAPRA EXPRESS ,LOKMANYATILAK T,10:55,CHHAPRA        ,21:05
11060,CPR LTT EXPRESS ,CHHAPRA        ,05:30,LOKMANYATILAK T,15:55
11061,DARBHANGA EXP   ,LOKMANYATILAK T,12:15,MUZAFFARPUR JN ,22:30
11062,MFP LTT EXPRESS ,MUZAFFARPUR JN ,15:50,LOKMANYATILAK T,03:40
11063,MS SALEM EXP    ,CHENNAI EGMORE ,23:00,SALEM JN       ,06:35
11064,SA CHENNAI EXP  ,SALEM JN       ,21:00,CHENNAI EGMORE ,04:40
11065,DARBHANGA  EXP  ,LOKMANYATILAK T,12:15,DARBHANGA JN   ,01:20
11066,DBG LTT EXPRESS ,DARBHANGA JN   ,13:10,LOKMANYATILAK T,03:40
11067,SAKET EXPRESS   ,LOKMANYATILAK T,05:20,FAIZABAD JN    ,09:25
11068,SAKET EXPRESS   ,FAIZABAD JN    ,15:35,LOKMANYATILAK T,21:30
11069,TULSI EXPRESS   ,LOKMANYATILAK T,05:20,ALLAHABAD JN   ,08:50
11070,TULSI EXPRESS   ,ALLAHABAD JN   ,16:15,LOKMANYATILAK T,21:30
11071,KAMAYANI EXPRESS,LOKMANYATILAK T,12:40,VARANASI JN    ,19:25
11072,KAMAYANI EXPRES ,VARANASI JN    ,15:50,LOKMANYATILAK T,22:50
11073,LTT CHENNAI  EXP,LOKMANYATILAK T,13:20,CHENNAI CENTRAL,13:05
11074,CHENNAI LTT EXP ,CHENNAI CENTRAL,15:15,LOKMANYATILAK T,16:20
11075,LTT BIDR EXPRESS,LOKMANYATILAK T,12:05,BIDAR          ,04:00
11076,BIDR LTT EXP    ,BIDAR          ,07:30,LOKMANYATILAK T,23:55
11077,JHELUM EXPRESS  ,PUNE JN        ,17:20,JAMMU TAWI     ,10:05
11078,JHELUM EXPRESS  ,JAMMU TAWI     ,21:45,PUNE JN        ,15:10
11079,LTT GKP EXPRESS ,LOKMANYATILAK T,15:50,GORAKHPUR JN   ,02:00
11080,GKP LTT EXPRESS ,GORAKHPUR JN   ,05:00,LOKMANYATILAK T,16:20
11081,LTT GKP EXPRESS ,LOKMANYATILAK T,15:50,GORAKHPUR JN   ,02:15
11082,GKP LTT EXP     ,GORAKHPUR JN   ,13:00,LOKMANYATILAK T,22:35
11085,MAO DOUBLEDECKR ,LOKMANYATILAK T,05:30,MADGAON        ,17:30
11086,LTT DOUBLEDECKER,MADGAON        ,06:00,LOKMANYATILAK T,17:10
11087,VERAVAL PUNE EXP,VERAVAL        ,07:50,PUNE JN        ,04:45
11088,PUNE VERAVAL EXP,PUNE JN        ,19:50,VERAVAL        ,16:55
11089,BGKTPUNE EXPRESS,BHAGAT KI KOTHI,05:40,PUNE JN        ,04:40
11090,PUNE BGKT EXP   ,PUNE JN        ,19:50,BHAGAT KI KOTHI,17:10
11091,BHUJ PUNE EXP   ,BHUJ           ,08:20,PUNE JN        ,04:45
11092,PUNE BHUJ EXP   ,PUNE JN        ,19:50,BHUJ           ,15:20
11093,MAHANAGARI EXP  ,MUMBAI CST     ,00:10,VARANASI JN    ,04:40
11094,MAHANAGARI EXP  ,VARANASI JN    ,11:20,MUMBAI CST     ,14:15
11095,AHIMSA EXPRESS  ,AHMEDABAD JN   ,16:25,PUNE JN        ,04:45
11096,AHIMSA EXPRESS  ,PUNE JN        ,19:50,AHMEDABAD JN   ,07:45
11097,POORNA EXPRESS  ,PUNE JN        ,23:10,ERNAKULAM JN   ,04:10
11098,POORNA EXPRESS  ,ERNAKULAM JN   ,23:30,PUNE JN        ,05:05
11101,PUNE GWALIOR EXP,PUNE JN        ,00:25,GWALIOR        ,03:10
11102,GWL PUNE EXP    ,GWALIOR        ,15:00,PUNE JN        ,20:10
11103,JHS BDTS EXP    ,JHANSI JN      ,16:50,BANDRA TERMINUS,17:10
11104,BDTS JHANSI EXP ,BANDRA TERMINUS,05:10,JHANSI JN      ,06:35
11105,PRATHAM S S EXP ,KOLKATA        ,07:30,JHANSI JN      ,08:50
11106,PRATHAM S SNGRM ,JHANSI JN      ,21:00,KOLKATA        ,21:45
11107,BUNDELKHAND EXP ,GWALIOR        ,20:40,VARANASI JN    ,10:50
11108,BUNDELKHAND EXP ,VARANASI JN    ,17:45,GWALIOR        ,09:05
11109,JHS LJN  INT EXP,JHANSI JN      ,06:10,LUCKNOW NE     ,12:05
11110,LJN JHS INT EXP ,LUCKNOW NE     ,16:40,JHANSI JN      ,22:30
11111,GD SUSHASAN EXP ,GWALIOR        ,13:05,BALRAMPUR      ,09:15
11112,GWL SUSHASAN EXP,BALRAMPUR      ,11:55,GWALIOR        ,05:00
11123,BJU GWL MAIL    ,BARAUNI JN     ,18:45,GWALIOR        ,20:50
11124,GWL BJU MAIL    ,GWALIOR        ,11:50,BARAUNI JN     ,13:25
11125,IND GWALIAR EXP ,INDORE JN BG   ,20:05,GWALIOR        ,08:15
11126,GWL INDB EXPRES ,GWALIOR        ,19:30,INDORE JN BG   ,07:55
11201,LTT AJNI EXPRESS,LOKMANYATILAK T,15:50,AJNI           ,14:15
11202,AJNI LTT EXPRESS,AJNI           ,16:15,LOKMANYATILAK T,13:45
11203,NGP JAIPUR EXP  ,NAGPUR         ,11:55,JAIPUR         ,14:05
11204,JP NGP EXP      ,JAIPUR         ,16:30,NAGPUR         ,19:15
11205,LTT NZB EXPRESS ,LOKMANYATILAK T,16:40,NIZAMABAD      ,09:15
11206,NZB  LTT EXP    ,NIZAMABAD      ,23:15,LOKMANYATILAK T,13:45
11207,NGP REWA EXP    ,NAGPUR         ,07:20,REWA           ,22:20
11208,REWA NAGPUR EXP ,REWA           ,23:30,NAGPUR         ,15:30
11265,AMBIKAPUR EXPRES,JABALPUR       ,14:15,AMBIKAPUR      ,23:00
11266,ABKP JBP EXPRESS,AMBIKAPUR      ,06:15,JABALPUR       ,14:55
11271,VINDHYACHAL EXP ,ITARSI JN      ,16:20,BHOPAL  JN     ,09:25
11272,VINDHYACHAL EXP ,BHOPAL  JN     ,18:15,ITARSI JN      ,12:20
11301,UDYAN EXPRESS   ,MUMBAI CST     ,08:05,KSR BENGALURU  ,08:50
11302,UDYAN EXP       ,KSR BENGALURU  ,20:30,MUMBAI CST     ,19:50
11303,HYB KOP EXPRESS ,HYDERABAD DECAN,23:10,C SHAHUMHARAJ T,22:40
11304,KOP HYB EXPRESS ,C SHAHUMHARAJ T,07:35,HYDERABAD DECAN,06:45
11305,CSTM SOLAPUR EXP,MUMBAI CST     ,21:20,SOLAPUR JN     ,08:05
11306,SOLAPUR CSTM EXP,SOLAPUR JN     ,20:25,MUMBAI CST     ,05:10
11401,NANDIGRAM  EXP  ,MUMBAI CST     ,16:35,NAGPUR         ,16:15
11402,NANDIGRAM  EXP  ,NAGPUR         ,06:00,MUMBAI CST     ,05:35
11403,NGP KOP EXPRESS ,NAGPUR         ,15:00,C SHAHUMHARAJ T,14:15
11404,KOP NAGPUR EXP  ,C SHAHUMHARAJ T,12:50,NAGPUR         ,12:35
11405,PUNE AMI EXP    ,PUNE JN        ,22:00,AMRAVATI       ,15:00
11406,AMI PUNE EXP    ,AMRAVATI       ,18:30,PUNE JN        ,13:15
11407,PUNE LJN EXPRESS,PUNE JN        ,22:00,LUCKNOW NE     ,02:30
11408,LJN PUNE EXP    ,LUCKNOW NE     ,06:30,PUNE JN        ,11:05
11423,SUR HUBLI EXP   ,SOLAPUR JN     ,06:25,HUBBALLI JN    ,14:30
11424,SOLAPUR EXPRESS ,HUBBALLI JN    ,15:00,SOLAPUR JN     ,23:15
11447,SHAKTIPUNJ EXP  ,JABALPUR       ,23:50,HOWRAH JN      ,04:15
11448,SHAKTIPUNJ EXP  ,HOWRAH JN      ,13:10,JABALPUR       ,14:25
11449,JBP SVDK EXP    ,JABALPUR       ,06:30,JAMMU TAWI     ,13:10
11450,SVDK JBP EXP    ,SHMATA VD KATRA,21:55,JABALPUR       ,07:25
11451,INTERCITY EXP   ,JABALPUR       ,17:05,REWA           ,21:40
11452,INTERCITY EXP   ,REWA           ,06:00,JABALPUR       ,10:25
11453,PRERANA EXPRESS ,AHMEDABAD JN   ,16:35,NAGPUR         ,12:15
11454,PRERANA EXPRESS ,NAGPUR         ,09:35,AHMEDABAD JN   ,03:45
11463,SMNH JBP EXPRES ,SOMNATH        ,09:30,JABALPUR       ,15:10
11464,JBP SOMNATH EXP ,JABALPUR       ,12:00,SOMNATH        ,18:00
11465,SMNH JBP EXPRES ,SOMNATH        ,09:30,JABALPUR       ,18:30
11466,JBP SOMNATH EXP ,JABALPUR       ,10:00,SOMNATH        ,18:00
11471,INDB JBP EXP    ,INDORE JN BG   ,17:40,JABALPUR       ,05:40
11472,JBP INDB EXP    ,JABALPUR       ,23:00,INDORE JN BG   ,10:45
11651,SGRL  INTERCITY ,JABALPUR       ,15:15,SINGRAULI      ,22:10
11652,JBP INTERCITY EX,SINGRAULI      ,04:55,JABALPUR       ,11:40
11701,INDB INTERCITY  ,JABALPUR       ,05:00,INDORE JN BG   ,21:30
11702,JBP INTERCITY   ,INDORE JN BG   ,04:00,JABALPUR       ,20:25
11703,REWA INDB EXP   ,REWA           ,05:00,INDORE JN BG   ,20:30
11704,REWA EXPRESS    ,INDORE JN BG   ,04:00,REWA           ,22:20
12101,JNANESWARI DELX ,LOKMANYATILAK T,20:35,HOWRAH JN      ,03:35
12102,JNANESWARISUPDLX,HOWRAH JN      ,22:50,LOKMANYATILAK T,05:45
12103,PA LUCKNOW EXP  ,PUNE JN        ,16:15,LUCKNOW NE     ,17:10
12104,LJN PUNE EXP    ,LUCKNOW NE     ,06:30,PUNE JN        ,08:05
12105,VIDARBHA EXPRESS,MUMBAI CST     ,19:10,GONDIA JN      ,11:10
12106,VIDARBHA EXPRES ,GONDIA JN      ,14:55,MUMBAI CST     ,07:00
12107,LUCKNOW SUP EXP ,LOKMANYATILAK T,16:25,LUCKNOW NE     ,15:10
12108,LJN LTT EXPRESSS,LUCKNOW NE     ,22:45,LOKMANYATILAK T,22:35
12109,PANCHAVATI EXP  ,MUMBAI CST     ,18:15,MANMAD JN      ,22:50
12110,PANCHAVTI EXP   ,MANMAD JN      ,06:10,MUMBAI CST     ,10:45
12111,CSTM AMRAVATI EX,MUMBAI CST     ,20:05,AMRAVATI       ,08:15
12112,AMRAVATI CSTM EX,AMRAVATI       ,19:05,MUMBAI CST     ,06:25
12115,SIDDHESHWAR EXP ,MUMBAI CST     ,22:45,SOLAPUR JN     ,06:50
12116,SIDDHESWAR EXP  ,SOLAPUR JN     ,22:45,MUMBAI CST     ,06:50
12117,LTT MANMAD EXP  ,LOKMANYATILAK T,15:00,MANMAD JN      ,19:25
12118,MANMAD LTT EXP  ,MANMAD JN      ,08:35,LOKMANYATILAK T,13:00
12119,AMI AJNI EXP    ,AMRAVATI       ,05:30,NAGPUR         ,08:35
12120,AJNI AMI EXP    ,NAGPUR         ,18:25,AMRAVATI       ,21:45
12121,M P SMPRK KRNTI ,JABALPUR       ,19:10,H NIZAMUDDIN   ,09:05
12122,M P SMPRK KRNTI ,H NIZAMUDDIN   ,17:25,JABALPUR       ,07:45
12123,DECCAN QUEEN    ,MUMBAI CST     ,17:10,PUNE JN        ,20:25
12124,DECCAN QUEEN    ,PUNE JN        ,07:15,MUMBAI CST     ,10:25
12125,PRAGATI EXPRESS ,MUMBAI CST     ,16:25,PUNE JN        ,19:50
12126,PRAGATI EXPRESS ,PUNE JN        ,07:50,MUMBAI CST     ,11:15
12127,INTERCITY EXP   ,MUMBAI CST     ,06:45,PUNE JN        ,09:57
12128,INTERCITY EXP   ,PUNE JN        ,17:55,MUMBAI CST     ,21:05
12129,AZAD HIND EXP   ,PUNE JN        ,18:25,HOWRAH JN      ,03:50
12130,AZAD HIND EXP   ,HOWRAH JN      ,21:50,PUNE JN        ,06:50
12131,DR SAINAGAR EXP ,DADAR          ,21:45,SAINAGAR SHIRDI,03:51
12132,SAINAGAR DR EXP ,SAINAGAR SHIRDI,22:25,DADAR          ,04:30
12133,MANGALORE EXP   ,MUMBAI CST     ,22:00,MANGALORE JN   ,12:40
12134,MUMBAI EXP      ,MANGALORE JN   ,16:45,MUMBAI CST     ,10:33
12135,PUNE NAGPUR EXP ,PUNE JN        ,17:40,NAGPUR         ,09:25
