Train Number,Train Name,Train Source Stn,Source Dep. Time,Train Destination Stn,Dest. Arr. Time
19308,CDG  INDB  EXP  ,CHANDIGARH     ,19:10,INDORE JN BG   ,17:35
19309,GNC INDORE EXP  ,GANDHINAGAR CAP,18:25,INDORE JN BG   ,06:30
19310,INDORE GNC EXP  ,INDORE JN BG   ,22:45,GANDHINAGAR CAP,10:05
19311,PUNE INDORE EXP ,PUNE JN        ,15:20,INDORE JN BG   ,09:50
19312,IND PUNE EXPRES ,INDORE JN BG   ,14:30,PUNE JN        ,08:10
19313,INDB RJPB  EXP  ,INDORE JN BG   ,14:00,RAJENDRANAGAR T,17:05
19314,INDORE EXPRESS  ,RAJENDRANAGAR T,11:10,INDORE JN BG   ,15:20
19321,INDB RJPB EXP   ,INDORE JN BG   ,14:00,RAJENDRANAGAR T,17:05
19322,RJPB INDB EXPRES,RAJENDRANAGAR T,11:10,INDORE JN BG   ,15:20
19323,INTERCITY EXP   ,INDORE JN BG   ,06:45,HABIBGANJ      ,11:15
19324,INDB INTERCITY  ,HABIBGANJ      ,17:10,INDORE JN BG   ,21:20
19325,IND AMRITSAR EXP,INDORE JN BG   ,15:00,AMRITSAR JN    ,21:00
19326,ASR INDB EXPRESS,AMRITSAR JN    ,23:15,INDORE JN BG   ,03:00
19327,RTM UDAIPUR EXP ,RATLAM JN      ,16:55,UDAIPUR CITY   ,23:59
19329,UDAIPUR CITY EXP,INDORE JN BG   ,07:30,UDAIPUR CITY   ,19:10
19330,UDZ INDB EXPRES ,UDAIPUR CITY   ,20:35,INDORE JN BG   ,08:30
19401,ADI LUCKNOW EXP ,AHMEDABAD JN   ,11:35,LUCKNOW NR     ,14:25
19402,LKO ADI EXP     ,LUCKNOW NR     ,22:40,AHMEDABAD JN   ,04:00
19403,SULTANPUR EXP   ,AHMEDABAD JN   ,06:05,SULTANPUR      ,12:10
19404,SLN ADI EXP     ,SULTANPUR      ,17:35,AHMEDABAD JN   ,23:55
19405,AHMEDABAD AC EXP,YESVANTPUR JN  ,10:45,AHMEDABAD JN   ,19:20
19406,YPR AC EXPRESS  ,AHMEDABAD JN   ,21:40,YESVANTPUR JN  ,06:20
19407,ADI VARANASI EXP,AHMEDABAD JN   ,21:00,VARANASI JN    ,05:35
19408,BSB ADI EXP     ,VARANASI JN    ,15:35,AHMEDABAD JN   ,23:55
19409,GORAKHPUR EXP   ,AHMEDABAD JN   ,11:35,GORAKHPUR JN   ,20:00
19410,GKP ADI EXP     ,GORAKHPUR JN   ,04:45,AHMEDABAD JN   ,13:30
19411,AJMER INTERCITY ,AHMEDABAD JN   ,09:10,AJMER JN       ,18:45
19412,INTERCITY EXP   ,AJMER JN       ,06:25,AHMEDABAD JN   ,15:35
19413,KOLKATA EXPRESS ,AHMEDABAD JN   ,06:05,KOLKATA        ,15:15
19414,KOAA ADI EXPRESS,KOLKATA        ,13:10,AHMEDABAD JN   ,19:15
19415,ADI SVDK EXPRESS,AHMEDABAD JN   ,19:10,SHMATA VD KATRA,06:50
19416,SVDK ADI EXP    ,SHMATA VD KATRA,10:35,AHMEDABAD JN   ,23:55
19417,ADI ALD EXPRESS ,AHMEDABAD JN   ,14:00,ALLAHABAD JN   ,16:40
19418,ALD ADI EXP     ,ALLAHABAD JN   ,21:05,AHMEDABAD JN   ,02:30
19419,MAS ADI EXPRESS ,CHENNAI CENTRAL,20:00,AHMEDABAD JN   ,05:35
19420,ADI CHENNAI EXP ,AHMEDABAD JN   ,09:40,CHENNAI CENTRAL,17:05
19421,ADI PNBE EXPRESS,AHMEDABAD JN   ,21:50,PATNA JN       ,08:30
19422,PNBE ADI EXP    ,PATNA JN       ,10:30,AHMEDABAD JN   ,22:30
19451,GANDHIDHAM EXP  ,BANDRA TERMINUS,23:55,GANDHIDHAM BG  ,17:20
19452,BANDRA T EXP    ,GANDHIDHAM BG  ,06:30,BANDRA TERMINUS,22:25
19453,GIMB PURI EXP   ,GANDHIDHAM BG  ,19:30,PURI           ,19:55
19454,PURI GIMB EXP   ,PURI           ,09:05,GANDHIDHAM BG  ,09:30
19565,UTTARANCHAL EXP ,OKHA           ,07:45,DEHRADUN       ,19:00
19566,UTTARANCHAL EXP ,DEHRADUN       ,05:50,OKHA           ,16:15
19567,VIVEK EXP       ,TUTICORIN      ,22:55,OKHA           ,01:35
19568,VIVEK EXPRESS   ,OKHA           ,23:45,TUTICORIN      ,06:45
19569,OKHA BSB EXPRESS,OKHA           ,13:45,VARANASI JN    ,05:30
19570,BSB OKHA EXP    ,VARANASI JN    ,21:55,OKHA           ,09:10
19571,RJT PBR EXPRESS ,RAJKOT JN      ,07:20,PORBANDAR      ,12:00
19572,PBR  RJT EXPRESS,PORBANDAR      ,14:35,RAJKOT JN      ,18:45
19573,JAIPUR EXPRESS  ,OKHA           ,19:20,JAIPUR         ,15:15
19574,JP OKHA EXP     ,JAIPUR         ,16:40,OKHA           ,13:45
19575,OKHA  NDT EXP   ,OKHA           ,07:15,NATHDWARA      ,05:50
19576,NDT OKHA EXP    ,NATHDWARA      ,21:40,OKHA           ,21:10
19577,HAPA EXPRESS    ,TIRUNELVELI    ,07:55,HAPA           ,04:55
19578,HAPA TEN EXPRESS,HAPA           ,21:20,TIRUNELVELI    ,22:20
19579,RJT DEE EXPRESS ,RAJKOT JN      ,12:15,DELHI S ROHILLA,10:15
19580,DEE RJT EXP     ,DELHI S ROHILLA,13:10,RAJKOT JN      ,10:50
19601,UDZ NJP EXP     ,UDAIPUR CITY   ,00:20,NEW JALPAIGURI ,18:35
19602,NJP UDZ EXPRESS ,NEW JALPAIGURI ,08:15,UDAIPUR CITY   ,04:05
19603,ADI SLN EXP     ,AHMEDABAD JN   ,06:05,SULTANPUR      ,12:10
19604,SLN AII EXP     ,SULTANPUR      ,17:35,AHMEDABAD JN   ,23:55
19606,ADI KOAA EXP    ,AHMEDABAD JN   ,06:05,KOLKATA        ,15:15
19607,AII WKLY EXP    ,KOLKATA        ,11:25,AJMER JN       ,05:30
19608,AII KOAA EXP    ,AJMER JN       ,19:25,KOLKATA        ,17:00
19609,AII HW EXP      ,AJMER JN       ,19:50,HARIDWAR JN    ,10:25
19610,HW AII EXP      ,HARIDWAR JN    ,19:50,AJMER JN       ,09:40
19611,AJMER ASR EXP   ,AJMER JN       ,17:55,AMRITSAR JN    ,14:45
19612,ASR AJMER EXP   ,AMRITSAR JN    ,14:30,AJMER JN       ,10:00
19613,AJMER ASR EXP   ,AJMER JN       ,17:55,AMRITSAR JN    ,10:40
19614,ASR AII EXP     ,AMRITSAR JN    ,17:50,AJMER JN       ,10:00
19653,RATLAM AJMER EXP,RATLAM JN      ,06:40,AJMER JN       ,13:55
19654,AII RTM EXP     ,AJMER JN       ,13:00,RATLAM JN      ,20:55
19656,AII BPL EXP     ,JAIPUR         ,17:35,BHOPAL  JN     ,11:25
19657,UDAIPUR CITY EXP,INDORE JN BG   ,08:05,UDAIPUR CITY   ,19:00
19658,UDZ INDB EXPRES ,UDAIPUR CITY   ,20:35,INDORE JN BG   ,08:35
19659,SHM UDZ EXPRESS ,SHALIMAR       ,20:22,UDAIPUR CITY   ,08:55
19660,UDZ SHM EXP     ,UDAIPUR CITY   ,20:00,SHALIMAR       ,09:55
19665,KURJ UDZ EXP    ,KHAJURAHO      ,09:10,UDAIPUR CITY   ,06:45
19666,UDZ KURJ EXP    ,UDAIPUR CITY   ,22:20,KHAJURAHO      ,19:30
19707,ARAVALI EXPRESS ,BANDRA TERMINUS,21:00,JAIPUR         ,18:55
19708,ARAVALI EXPRESS ,JAIPUR         ,08:45,BANDRA TERMINUS,06:35
19709,KAVI GURU EXP   ,JAIPUR         ,23:30,KAMAKHYA       ,22:55
19710,KYQ JP KAVIGURU ,KAMAKHYA       ,18:45,JAIPUR         ,18:10
19711,JP BPL EXP      ,JAIPUR         ,18:05,BHOPAL  JN     ,11:25
19712,BPL JAIPUR EXP  ,BHOPAL  JN     ,16:50,JAIPUR         ,09:25
19713,JP SC EXP       ,JAIPUR         ,21:05,SECUNDERABAD JN,07:30
19714,SC JP EXP       ,SECUNDERABAD JN,21:20,JAIPUR         ,06:15
19715,JP LJN EXP      ,JAIPUR         ,21:00,LUCKNOW NE     ,10:25
19716,LJN JP EXP      ,LUCKNOW NE     ,12:10,JAIPUR         ,01:45
19717,JP CDG INTERCITY,JAIPUR         ,16:40,CHANDIGARH     ,04:55
19718,CDG JP INTERCIT ,CHANDIGARH     ,12:45,JAIPUR         ,00:50
19771,JAIPUR ASR EXP  ,AJMER JN       ,17:55,AMRITSAR JN    ,14:45
19772,ASR JAIPUR EXP  ,AMRITSAR JN    ,14:30,AJMER JN       ,09:55
19781,JP ASR EXPRESS  ,AJMER JN       ,17:55,AMRITSAR JN    ,10:35
19782,ASR JP EXPRESS  ,AMRITSAR JN    ,17:50,AJMER JN       ,09:55
19801,INDB INTERCITY  ,KOTA JN        ,06:30,INDORE JN BG   ,14:15
19802,INTERCITY EXP   ,INDORE JN BG   ,14:45,KOTA JN        ,23:20
19803,KOTA SVDK EXP   ,KOTA JN        ,14:30,JAMMU TAWI     ,13:10
19804,SVDK KOTA EXP   ,SHMATA VD KATRA,21:55,KOTA JN        ,23:45
19805,KOTA UHP EXPRESS,KOTA JN        ,14:30,UDHAMPUR       ,12:10
19806,UHP KOTA EXP    ,UDHAMPUR       ,14:35,KOTA JN        ,11:15
19943,UDZ ADI EXPRESS ,UDAIPUR CITY   ,17:45,AHMEDABAD JN   ,04:25
19944,ADI UDZ EXPRESS ,AHMEDABAD MG   ,23:00,UDAIPUR CITY   ,09:20
21028,MUMBAI MAIL     ,SOLAPUR JN     ,18:20,GONDIA JN      ,20:15
21068,SAKET LINK EXP  ,RAE BARELI JN  ,16:15,LOKMANYATILAK T,21:30
21107,KURJ BSB LINK EX,KHAJURAHO      ,23:40,VARANASI JN    ,10:50
21108,BSB KURJ LINK EX,VARANASI JN    ,17:45,KHAJURAHO      ,05:15
21125,INDORE BHIND EXP,INDORE JN BG   ,20:05,BHIND          ,10:35
21126,BIX INDB EXP    ,BHIND          ,17:10,INDORE JN BG   ,07:55
22101,RAJYA RANI EXP  ,MUMBAI CST     ,18:50,MANMAD JN      ,23:25
22102,RAJYA RANI EXP  ,MANMAD JN      ,05:25,MUMBAI CST     ,10:07
22103,LTT FD SUP EXP  ,LOKMANYATILAK T,14:30,FAIZABAD JN    ,17:50
22104,FD LTT SF EXP   ,FAIZABAD JN    ,23:55,LOKMANYATILAK T,05:00
22105,INDRAYANI EXP   ,MUMBAI CST     ,05:40,PUNE JN        ,09:08
22106,INDRAYANI EXP   ,PUNE JN        ,18:35,MUMBAI CST     ,21:55
22107,CSTM LATUR EXP  ,MUMBAI CST     ,21:00,LATUR          ,06:30
22108,LATUR CSTM EXP  ,LATUR          ,22:30,MUMBAI CST     ,08:05
22109,LTT NZM AC EXP  ,LOKMANYATILAK T,14:30,H NIZAMUDDIN   ,10:25
22110,NZM LTT AC EXP  ,H NIZAMUDDIN   ,15:45,LOKMANYATILAK T,11:45
22111,BSL NGP SUP EXP ,BHUSAVAL JN    ,05:35,NAGPUR         ,16:10
22112,NGP BSL SUP EXP ,NAGPUR         ,07:20,BHUSAVAL JN    ,17:45
22113,LTT KCVL EXPRESS,LOKMANYATILAK T,16:55,KOCHUVELI      ,23:00
22114,KCVL LTT SF EXP ,KOCHUVELI      ,00:35,LOKMANYATILAK T,04:10
22115,LTT KRMI AC SUP ,LOKMANYATILAK T,01:10,KARMALI        ,11:00
22116,KRMI LTT AC SUP ,KARMALI        ,12:00,LOKMANYATILAK T,00:40
22117,KCG DOUBLE DECK ,GUNTUR JN      ,12:45,KACHEGUDA      ,17:55
22118,GNT DOUBLE DECK ,KACHEGUDA      ,05:30,GUNTUR JN      ,10:40
22119,KCG DOUBLE DECK ,TIRUPATI       ,05:45,KACHEGUDA      ,17:15
22120,TPTY DOUBLE DECK,KACHEGUDA      ,06:45,TIRUPATI       ,18:15
22127,ANANDWAN EXPRESS,LOKMANYATILAK T,11:30,KAZIPET JN     ,06:45
22128,ANANDWAN EXP    ,KAZIPET JN     ,18:30,LOKMANYATILAK T,13:45
22131,GYAN GANGA EXP  ,PUNE JN        ,16:15,MANDUADIH      ,19:20
22132,GYAN GANGA SF   ,MANDUADIH      ,04:35,PUNE JN        ,08:05
22133,SUR YPR SUP EXP ,SOLAPUR JN     ,19:20,YESVANTPUR JN  ,07:10
22134,SOLAPUR EXP     ,YESVANTPUR JN  ,20:50,SOLAPUR JN     ,08:40
22145,PVR MRJ SUP EXP ,PANDHARPUR     ,21:15,MIRAJ JN       ,23:55
22146,MRJ PVR SUP EXP ,MIRAJ JN       ,18:25,PANDHARPUR     ,20:54
22149,ERS PUNE EXPRESS,ERNAKULAM JN   ,05:15,PUNE JN        ,05:50
22150,PUNE ERS SUP EXP,PUNE JN        ,18:45,ERNAKULAM JN   ,18:50
22161,RAJYA RANI EXP  ,BHOPAL  JN     ,17:55,DAMOH          ,22:45
22162,RAJYA RANI EXP  ,DAMOH          ,05:00,BHOPAL  JN     ,10:05
22181,JBP  NZM EXPRESS,JABALPUR       ,15:00,H NIZAMUDDIN   ,05:15
22182,NZM JBP SF EXP  ,H NIZAMUDDIN   ,17:50,JABALPUR       ,08:20
22183,IND DOUBLE DECK ,HABIBGANJ      ,06:00,INDORE JN BG   ,09:35
22184,HBJ DOUBLE DECKR,INDORE JN BG   ,19:20,HABIBGANJ      ,23:20
22185,IND DOUBLE DECK ,BHOPAL  JN     ,14:35,INDORE JN BG   ,18:50
22186,BPL DOUBLE DECKR,INDORE JN BG   ,10:00,BHOPAL  JN     ,14:05
22187,INTERCITY EXPRES,HABIBGANJ      ,05:30,JABALPUR       ,10:50
22188,INTERCITY EXPRES,JABALPUR       ,16:10,HABIBGANJ      ,22:05
22308,BKN HWH SUPFAST ,BIKANER JN     ,18:45,HOWRAH JN      ,04:00
22309,HWH NJP AC EXP  ,HOWRAH JN      ,23:05,NEW JALPAIGURI ,09:20
22310,NJP HWH AC EXP  ,NEW JALPAIGURI ,12:35,HOWRAH JN      ,22:50
22351,PPTA YPR EXP    ,PATLIPUTRA     ,20:15,YESVANTPUR JN  ,20:55
22352,PATLIPUTRAEXP   ,YESVANTPUR JN  ,09:55,PATLIPUTRA     ,10:00
22355,SUVIDHA TRAIN   ,PATNA JN       ,13:00,MUMBAI CST     ,16:05
22356,SUVIDHA EXPRESS ,MUMBAI CST     ,11:05,PATNA JN       ,15:35
22387,BLACKDIAMOND EXP,HOWRAH JN      ,06:15,DHANBAD JN     ,11:10
22388,BLACKDIAMOND EXP,DHANBAD JN     ,16:25,HOWRAH JN      ,21:20
22401,DEE UHP AC SUP  ,DELHI S ROHILLA,22:15,UDHAMPUR       ,08:50
22402,UHP DEE AC SUP  ,UDHAMPUR       ,18:00,DELHI S ROHILLA,04:20
22403,PDY NDLS EXPRESS,PUDUCHERRY     ,09:05,NEW DELHI      ,03:20
22404,NDLS PDY EXP    ,NEW DELHI      ,23:50,PUDUCHERRY     ,18:45
22411,NHLN NDLS AC EXP,NAHARLAGUN     ,21:10,NEW DELHI      ,11:40
22412,NDLS NHLN AC SF ,NEW DELHI      ,15:50,NAHARLAGUN     ,06:25
22415,VSKP NDLS APEXP ,VISAKHAPATNAM  ,09:00,NEW DELHI      ,21:00
22416,A P EXP         ,NEW DELHI      ,06:40,VISAKHAPATNAM  ,18:45
22417,MAHAMANA EXP    ,VARANASI JN    ,11:00,NEW DELHI      ,00:50
22418,MAHAMANA EXP    ,NEW DELHI      ,18:35,VARANASI JN    ,08:25
22441,CNB INTERCITY   ,ALLAHABAD JN   ,18:30,KANPUR CENTRAL ,21:40
22442,ALD INTERCITY   ,KANPUR CENTRAL ,06:30,ALLAHABAD JN   ,09:40
22443,CNB BDTS SF     ,KANPUR CENTRAL ,18:20,BANDRA TERMINUS,23:05
22444,BDTS KANPUR EXP ,BANDRA TERMINUS,05:10,KANPUR CENTRAL ,08:35
22447,KURJ NZM EXP    ,KHAJURAHO      ,18:20,H NIZAMUDDIN   ,05:25
22451,CDG SUP FAST    ,BANDRA TERMINUS,12:05,CHANDIGARH     ,16:20
22452,CDG BDTS SF EXP ,CHANDIGARH     ,05:40,BANDRA TERMINUS,09:20
22453,RAJYA RANI EXP  ,LUCKNOW NE     ,14:40,MEERUT CITY    ,22:30
22454,RAJYA RANI EXP  ,MEERUT CITY    ,04:55,LUCKNOW NE     ,13:00
22455,SNSI KLK SUP EXP,SAINAGAR SHIRDI,10:00,KALKA          ,12:30
22456,KLK SNSI SF EXP ,KALKA          ,19:00,SAINAGAR SHIRDI,22:15
22457,NED UHL SF EXP  ,H SAHIB NANDED ,11:00,UNA HIMACHAL   ,20:50
22458,UHL NED SF EXP  ,UNA HIMACHAL   ,15:30,H SAHIB NANDED ,23:45
22461,SHRI SHAKTI EXP ,NEW DELHI      ,17:30,SHMATA VD KATRA,05:10
22462,SHRI SHAKTI EXP ,SHMATA VD KATRA,22:55,NEW DELHI      ,10:45
22464,RJSTHN S KRNTI  ,BIKANER JN     ,17:15,DELHI S ROHILLA,05:35
22471,DEE INTERCITY   ,BIKANER JN     ,09:15,DELHI S ROHILLA,17:25
22472,BKN INTERCITY   ,DELHI S ROHILLA,08:40,BIKANER JN     ,16:35
22473,BKN BDTS SF EXP ,BIKANER JN     ,14:50,BANDRA TERMINUS,12:45
22474,BDTS BKN SUP EXP,BANDRA TERMINUS,14:35,BIKANER JN     ,12:35
22475,BKN CBE AC S F  ,BIKANER JN     ,06:20,COIMBATORE JN  ,04:40
22476,BIKANER AC EXP  ,COIMBATORE JN  ,15:20,BIKANER JN     ,17:15
22477,JU JP SF EXP    ,JODHPUR JN     ,18:05,JAIPUR         ,22:50
22478,JP JU SF EXP    ,JAIPUR         ,06:00,JODHPUR JN     ,10:40
22479,JSM BKN EXPRESS ,JAISALMER      ,23:30,BIKANER JN     ,04:35
22480,BKN JSM EXPRESS ,BIKANER JN     ,22:55,JAISALMER      ,04:30
22481,JU DEE SUP      ,JODHPUR JN     ,19:00,DELHI S ROHILLA,05:35
22482,DEE JU SUP      ,DELHI S ROHILLA,22:25,JODHPUR JN     ,09:10
22483,JU GIMB SF EXP  ,JODHPUR JN     ,20:50,GANDHIDHAM BG  ,06:30
22484,JODHPUR EXPRESS ,GANDHIDHAM BG  ,20:35,JODHPUR JN     ,06:05
22487,RDP ANVT LINK EX,RADHIKAPUR     ,20:10,ANAND VIHAR TRM,21:00
22503,BNC KYQ PREMIUM ,BENGALURU CANT ,10:15,KAMAKHYA       ,11:25
22504,KYQ BNC PREMIUM ,KAMAKHYA       ,20:30,BENGALURU CANT ,21:15
22511,KARMABHOOMI EXP ,LOKMANYATILAK T,11:30,KAMAKHYA       ,18:10
22512,KARMABHOOMI EXP ,KAMAKHYA       ,18:45,LOKMANYATILAK T,23:15
22601,SHIRDI EXPRESS  ,CHENNAI CENTRAL,10:10,SAINAGAR SHIRDI,11:30
22602,SNSI CHENNAI EXP,SAINAGAR SHIRDI,08:25,CHENNAI CENTRAL,09:40
22603,KGP VM SF EXP   ,KHARAGPUR JN   ,14:10,VILLUPURAM JN  ,22:00
22604,KHARAGPUR EXP   ,VILLUPURAM JN  ,11:15,KHARAGPUR JN   ,19:30
22605,PRR  VM  EXPRESS,PURULIA JN     ,10:35,VILLUPURAM JN  ,22:00
22606,PURULIA EXPRESS ,VILLUPURAM JN  ,11:15,PURULIA JN     ,23:10
22607,BANGALORE SF EXP,ERNAKULAM JN   ,17:00,KSR BENGALURU  ,04:20
22608,ERNAKULAM SF EXP,KSR BENGALURU  ,18:45,ERNAKULAM JN   ,06:05
22609,INTERCITY EXP   ,MANGALORE CNTL ,11:45,COIMBATORE JN  ,19:10
22610,INTERCITY EXP   ,COIMBATORE JN  ,06:30,MANGALORE CNTL ,13:50
22611,MAS NJP EXPRESS ,CHENNAI CENTRAL,11:00,NEW JALPAIGURI ,03:45
22612,NJP MAS EXPRESS ,NEW JALPAIGURI ,22:00,CHENNAI CENTRAL,14:55
22613,HALDIA EXPRESS  ,CHENNAI CENTRAL,14:35,HALDIA         ,18:10
22614,HLZ MAS SUP EXP ,HALDIA         ,11:30,CHENNAI CENTRAL,17:00
22615,TPTY CBE  EXP   ,TIRUPATI       ,14:50,COIMBATORE JN  ,22:40
22616,TIRUPATHI EXP   ,COIMBATORE JN  ,06:00,TIRUPATI       ,13:40
22617,TIRUPATHI EXP   ,KSR BENGALURU  ,07:40,TIRUPATI       ,13:40
22618,TPTY  SBC  EXP  ,TIRUPATI       ,14:50,KSR BENGALURU  ,20:40
22619,BSP TEN EXPRESS ,BILASPUR JN    ,08:10,TIRUNELVELI    ,05:00
22620,TEN BILASPUR EX ,TIRUNELVELI    ,01:15,BILASPUR JN    ,21:35
22621,RMM CAPE EXP    ,RAMESWARAM     ,20:45,KANYAKUMARI    ,04:05
22622,CAPE RMM EXP    ,KANYAKUMARI    ,22:00,RAMESWARAM     ,05:20
22623,MADURAI EXPRESS ,CHENNAI EGMORE ,22:45,MADURAI JN     ,08:50
22624,CHENNAI EXPRESS ,MADURAI JN     ,21:15,CHENNAI EGMORE ,07:20
22625,SBC DOUBLE DECK ,CHENNAI CENTRAL,07:25,KSR BENGALURU  ,13:10
22626,MAS DOUBLE DECK ,KSR BENGALURU  ,14:30,CHENNAI CENTRAL,20:35
22627,TIRUNELVELI EXP ,TIRUCHCHIRAPALI,07:15,TIRUNELVELI    ,13:00
22628,TPJ EXPRESS     ,TIRUNELVELI    ,14:15,TIRUCHCHIRAPALI,20:00
22629,DADAR TEN EXP   ,DADAR          ,20:40,TIRUNELVELI    ,04:00
22630,TEN  DR  EXPRESS,TIRUNELVELI    ,07:10,DADAR          ,16:40
22631,ANUVRATEXPRESS  ,CHENNAI CENTRAL,21:10,BIKANER JN     ,18:00
22632,ANUVRAT EXP     ,BIKANER JN     ,14:50,CHENNAI CENTRAL,10:10
22633,NIZAMUDDIN EXP  ,TRIVANDRUM CNTL,14:15,H NIZAMUDDIN   ,18:20
22634,NZM TVC SF EXP  ,H NIZAMUDDIN   ,23:35,TRIVANDRUM CNTL,05:30
22635,MAQ INTERCITY EX,MADGAON        ,16:15,MANGALORE CNTL ,22:00
22636,MADGAON EXP     ,MANGALORE CNTL ,08:15,MADGAON        ,14:00
22637,WEST COAST EXP  ,CHENNAI CENTRAL,11:30,MANGALORE CNTL ,03:55
22638,WEST COAST EXP  ,MANGALORE CNTL ,22:20,CHENNAI CENTRAL,14:40
22639,ALLEPPEY EXP    ,CHENNAI CENTRAL,20:45,ALLEPPEY       ,10:30
22640,CHENNAI EXPRESS ,ALLEPPEY       ,16:05,CHENNAI CENTRAL,05:50
22641,SHALIMAR EXP    ,TRIVANDRUM CNTL,17:00,SHALIMAR       ,13:50
22642,SHM TVC SF EXP  ,SHALIMAR       ,23:00,TRIVANDRUM CNTL,20:45
22643,PATNA EXPRESS   ,ERNAKULAM JN   ,17:10,PATNA JN       ,20:00
22644,PNBE ERS EXPRESS,PATNA JN       ,14:00,ERNAKULAM JN   ,16:10
22645,AHILYANAGARI EX ,INDORE JN BG   ,16:40,TRIVANDRUM CNTL,17:15
22646,AHILYANAGARI EX ,TRIVANDRUM CNTL,06:10,INDORE JN BG   ,05:15
22647,KRBA TVC EXPRES ,KORBA          ,19:40,TRIVANDRUM CNTL,17:15
22648,KORBA EXPRESS   ,TRIVANDRUM CNTL,06:10,KORBA          ,03:50
22649,YERCAUD EXPRESS ,CHENNAI CENTRAL,22:40,ERODE JN       ,05:50
22650,YERCAUD EXP     ,ERODE JN       ,21:00,CHENNAI CENTRAL,04:05
22651,PALANI EXPRESS  ,CHENNAI CENTRAL,21:40,PALANI         ,07:30
22652,PALANI MAS EXP  ,PALANI         ,18:15,CHENNAI CENTRAL,04:15
22653,NIZAMUDDIN  EXP ,TRIVANDRUM CNTL,00:30,H NIZAMUDDIN   ,02:00
22654,NZM TVC SF EXP  ,H NIZAMUDDIN   ,10:05,TRIVANDRUM CNTL,15:15
22655,TVC NZM EXPRESS ,TRIVANDRUM CNTL,01:00,H NIZAMUDDIN   ,04:25
22656,NZM TVC SF EXP  ,H NIZAMUDDIN   ,10:05,TRIVANDRUM CNTL,15:15
22659,DEHRADUN EXP    ,KOCHUVELI      ,08:45,DEHRADUN       ,18:10
22660,DDN KCVL SUP EXP,DEHRADUN       ,05:50,KOCHUVELI      ,15:15
22680,SVDK YPR SUVDHA ,SHMATA VD KATRA,06:30,YESVANTPUR JN  ,15:00
22681,CHENNAI EXPRESS ,MYSURU JN      ,20:10,CHENNAI CENTRAL,05:15
22682,MYSORE EXPRESS  ,CHENNAI CENTRAL,23:30,MYSURU JN      ,08:20
22683,YPR LKO EXP     ,YESVANTPUR JN  ,23:40,LUCKNOW NR     ,18:50
22684,LKO YPR SUP     ,LUCKNOW NR     ,18:25,YESVANTPUR JN  ,13:30
22685,YPR  SKRANTIEXP ,YESVANTPUR JN  ,13:45,CHANDIGARH     ,18:20
22686,YPR S KRANTI EXP,CHANDIGARH     ,03:15,YESVANTPUR JN  ,06:20
22688,CDG MDU SF EXP  ,CHANDIGARH     ,07:50,MADURAI JN     ,12:45
22696,JP YPR PREMIUM  ,JAIPUR         ,22:15,YESVANTPUR JN  ,17:55
22801,VSKP MAS SF EXP ,VISAKHAPATNAM  ,19:00,CHENNAI CENTRAL,09:35
22802,MAS VSKP  EXP   ,CHENNAI CENTRAL,21:10,VISAKHAPATNAM  ,11:30
22803,HWH SBP SUP EXP ,HOWRAH JN      ,20:55,SAMBALPUR      ,07:45
22804,SBP HWH SUP EXP ,SAMBALPUR      ,19:55,HOWRAH JN      ,07:05
22805,BBS ANVT SUP EXP,BHUBANESWAR    ,12:45,NEW DELHI      ,20:55
22806,ANVT  BBS SUP   ,ANAND VIHAR TRM,07:05,BHUBANESWAR    ,16:05
22807,SRC  MAS AC EXP ,SANTRAGACHI JN ,19:00,CHENNAI CENTRAL,22:45
22808,MAS SRC AC EXP  ,CHENNAI CENTRAL,07:55,SANTRAGACHI JN ,10:25
22809,VSKP SF EXP     ,PARADIP        ,22:30,VISAKHAPATNAM  ,08:35
22810,PRDP SF EXP     ,VISAKHAPATNAM  ,23:50,PARADIP        ,09:30
22813,SRC  PRDP SF EXP,SANTRAGACHI JN ,20:40,PARADIP        ,04:30
22814,PRDP SRC SF EXP ,PARADIP        ,23:55,SANTRAGACHI JN ,08:45
22815,BSP ERS S F EXP ,BILASPUR JN    ,08:10,ERNAKULAM JN   ,21:25
22816,ERS BILASPUR EXP,ERNAKULAM JN   ,08:50,BILASPUR JN    ,21:35
22817,HWH MYS EXPRESS ,HOWRAH JN      ,16:10,MYSURU JN      ,04:15
22818,MYS HOWRAH EXP  ,MYSURU JN      ,00:30,HOWRAH JN      ,14:50
22820,LTT VSKP SUP EXP,LOKMANYATILAK T,12:25,VISAKHAPATNAM  ,14:45
22825,SHM MAS SF EXP  ,SHALIMAR       ,12:10,CHENNAI CENTRAL,17:00
22826,MAS SHM EXP     ,CHENNAI CENTRAL,16:25,SHALIMAR       ,21:30
22827,PURI SURAT EXP  ,PURI           ,19:45,SURAT          ,03:20
22828,SURAT PURI EXP  ,SURAT          ,08:30,PURI           ,16:10
22829,BHUJ SHM EXP    ,BHUJ           ,13:40,SHALIMAR       ,09:55
22830,SHM BHUJ  SF EXP,SHALIMAR       ,20:22,BHUJ           ,16:40
22831,HWH SSPN EXPRESS,HOWRAH JN      ,15:50,SAI P NILAYAM  ,22:25
22832,HOWRAH EXP      ,SAI P NILAYAM  ,07:40,HOWRAH JN      ,14:50
22835,SHM PURI SF EXP ,SHALIMAR       ,21:00,PURI           ,05:55
22836,PURI SHM SF EXP ,PURI           ,22:15,SHALIMAR       ,07:20
